Date,User,Text,Link
"June 13, 2018 at 11:40AM",@realDonaldTrump,"...realize the economy is the best it’s ever been with employment being at an all time high, and many companies pouring back into our country. Wake up Punchy!",http://twitter.com/realDonaldTrump/status/1006833568641777664
"June 13, 2018 at 11:55AM",@realDonaldTrump,"Congratulations to Corey Stewart for his great victory for Senator from Virginia. Now he runs against a total stiff, Tim Kaine, who is weak on crime and borders, and wants to raise your taxes through the roof. Don’t underestimate Corey, a major chance of winning!",http://twitter.com/realDonaldTrump/status/1006837459794251776
"June 13, 2018 at 11:56AM",@realDonaldTrump,"Just landed - a long trip, but everybody can now feel much safer than the day I took office. There is no longer a Nuclear Threat from North Korea. Meeting with Kim Jong Un was an interesting and very positive experience. North Korea has great potential for the future!",http://twitter.com/realDonaldTrump/status/1006837823469735936
"June 13, 2018 at 12:01PM",@realDonaldTrump,Before taking office people were assuming that we were going to War with North Korea. President Obama said that North Korea was our biggest and most dangerous problem. No longer - sleep well tonight!,http://twitter.com/realDonaldTrump/status/1006839007492308992
"June 13, 2018 at 01:10PM",@realDonaldTrump,"We save a fortune by not doing war games, as long as we are negotiating in good faith - which both sides are!",http://twitter.com/realDonaldTrump/status/1006856219200548864
"June 13, 2018 at 01:49PM",@realDonaldTrump,"The U.S., together with Mexico and Canada, just got the World Cup. Congratulations - a great deal of hard work!",http://twitter.com/realDonaldTrump/status/1006866089110892545
"June 13, 2018 at 01:52PM",@realDonaldTrump,"Oil prices are too high, OPEC is at it again. Not good!",http://twitter.com/realDonaldTrump/status/1006866982833131520
"June 13, 2018 at 03:30PM",@realDonaldTrump,"So funny to watch the Fake News, especially NBC and CNN. They are fighting hard to downplay the deal with North Korea. 500 days ago they would have “begged” for this deal-looked like war would break out. Our Country’s biggest enemy is the Fake News so easily promulgated by fools!",http://twitter.com/realDonaldTrump/status/1006891643985854464
"June 13, 2018 at 10:11PM",@realDonaldTrump,"Senator Claire McCaskill of the GREAT State of Missouri flew around in a luxurious private jet during her RV tour of the state. RV’s are not for her. People are really upset, so phony! Josh Hawley should win big, and has my full endorsement.",http://twitter.com/realDonaldTrump/status/1006992524366503941
"June 13, 2018 at 10:17PM",@realDonaldTrump,Congratulations to Danny Tarkanian on his big GOP primary win in Nevada. Danny worked hard an got a great result. Looking good in November!,http://twitter.com/realDonaldTrump/status/1006993862152392704
"June 13, 2018 at 10:50PM",@realDonaldTrump,"Congratulations to @KevinCramer on his huge win in North Dakota. We need Kevin in the Senate, and I strongly endorse him. Heidi voted NO on our Tax Cuts, and always will vote no when we need her. Kevin is strong on Crime &amp; Borders, big on Cutting Taxes!",http://twitter.com/realDonaldTrump/status/1007002252467458048
"June 14, 2018 at 02:34PM",@realDonaldTrump,The Republican Party is starting to show very big numbers. People are starting to see what is being done. Results are speaking loudly. North Korea and our greatest ever economy are leading the way!,http://twitter.com/realDonaldTrump/status/1007239837529800705
"June 14, 2018 at 05:08PM",@realDonaldTrump,"Now that I am back from Singapore, where we had a great result with respect to North Korea, the thought process must sadly go back to the Witch Hunt, always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.",http://twitter.com/realDonaldTrump/status/1007278671097417729
"June 14, 2018 at 05:08PM",@realDonaldTrump,"So, the Democrats make up a phony crime, Collusion with the Russians, pay a fortune to make the crime sound real, illegally leak (Comey) classified information so that a Special Councel will be appointed, and then Collude to make this pile of garbage take on life in Fake News!",http://twitter.com/realDonaldTrump/status/1007278701996802048
"June 14, 2018 at 05:09PM",@realDonaldTrump,"The sleazy New York Democrats, and their now disgraced (and run out of town) A.G. Eric Schneiderman, are doing everything they can to sue me on a foundation that took in $18,800,000 and gave out to charity more money than it took in, $19,200,000. I won’t settle this case!...",http://twitter.com/realDonaldTrump/status/1007278788009480192
"June 14, 2018 at 05:09PM",@realDonaldTrump,"....Schneiderman, who ran the Clinton campaign in New York, never had the guts to bring this ridiculous case, which lingered in their office for almost 2 years. Now he resigned his office in disgrace, and his disciples brought it when we would not settle.",http://twitter.com/realDonaldTrump/status/1007278825661784064
"June 14, 2018 at 06:33PM",@realDonaldTrump,"Happy 243rd Birthday to the @USArmy! Thank you for your bravery, sacrifices, and dedication to the U.S.A. We love you! https://t.co/XlQYstu3Vo",http://twitter.com/realDonaldTrump/status/1007300111481888768
"June 14, 2018 at 07:34PM",@realDonaldTrump,Happy #FlagDay🇺🇸 https://t.co/KEUMfnoHIv,http://twitter.com/realDonaldTrump/status/1007315424546091008
"June 15, 2018 at 12:35PM",@realDonaldTrump,"FBI Agent Peter Strzok, who headed the Clinton &amp; Russia investigations, texted to his lover Lisa Page, in the IG Report, that “we’ll stop” candidate Trump from becoming President. Doesn’t get any lower than that!",http://twitter.com/realDonaldTrump/status/1007572229935202304
"June 15, 2018 at 12:55PM",@realDonaldTrump,"The IG Report is a total disaster for Comey, his minions and sadly, the FBI. Comey will now officially go down as the worst leader, by far, in the history of the FBI. I did a great service to the people in firing him. Good Instincts. Christopher Wray will bring it proudly back!",http://twitter.com/realDonaldTrump/status/1007577375905861637
"June 15, 2018 at 01:06PM",@realDonaldTrump,"Thank you for all of the compliments on getting the World Cup to come to the U.S.A., Mexico and Canada. I worked hard on this, along with a Great Team of talented people. We never fail, and it will be a great World Cup! A special thanks to Bob Kraft for excellent advice.",http://twitter.com/realDonaldTrump/status/1007580091692568576
"June 15, 2018 at 01:45PM",@realDonaldTrump,"U.S.A. Jobs numbers are the BEST in 44 years. If my opponent (the Democrats) had won the election, they would have raised taxes substantially and increased regulations - the economy, and jobs, would have been a disaster!",http://twitter.com/realDonaldTrump/status/1007589800667435011
"June 15, 2018 at 01:50PM",@realDonaldTrump,"Wow, the highest rated (by far) morning show, @foxandfriends, is on the Front Lawn of the White House. Maybe I’ll have to take an unannounced trip down to see them?",http://twitter.com/realDonaldTrump/status/1007591075601637376
"June 15, 2018 at 01:53PM",@realDonaldTrump,“Why in the world didn’t Barack Obama fire this guy (Comey)?” asks Mark Levin!,http://twitter.com/realDonaldTrump/status/1007592042124513283
"June 15, 2018 at 01:55PM",@realDonaldTrump,RT @foxandfriends: .@jasoninthehouse: All of this started because Hillary Clinton set up her private server https://t.co/rLzjDRxxxm,http://twitter.com/realDonaldTrump/status/1007592393728839686
"June 15, 2018 at 01:55PM",@realDonaldTrump,RT @foxandfriends: .@jasoninthehouse: Anything Mueller is doing with his investigation is tainted by the anti-Trump FBI agents https://t.co/Ddx1OcnXSU,http://twitter.com/realDonaldTrump/status/1007592416197607424
"June 15, 2018 at 01:55PM",@realDonaldTrump,RT @foxandfriends: .@jasoninthehouse: The DOJ IG report is 562 pages of nothing but bias and animus https://t.co/7IeXfmvo1M,http://twitter.com/realDonaldTrump/status/1007592482656407553
"June 15, 2018 at 01:55PM",@realDonaldTrump,RT @foxandfriends: “This is one of the most damning rebukes of the FBI that I think we’ve ever seen.” -@jasoninthehouse https://t.co/9DoTimji5e,http://twitter.com/realDonaldTrump/status/1007592537190797313
"June 15, 2018 at 01:56PM",@realDonaldTrump,RT @foxandfriends: DOJ IG report finds that an FBI lawyer told a bureau employee “Viva le resistance” after President Trump was elected https://t.co/udfJxanRw9,http://twitter.com/realDonaldTrump/status/1007592744544559104
"June 15, 2018 at 01:56PM",@realDonaldTrump,"RT @foxandfriends: IG REPORT BOMBSHELL: Anti-Trump FBI agent Peter Strzok texted his lover Lisa Page ""we'll stop"" Trump from becoming president https://t.co/lFId8WMD5f",http://twitter.com/realDonaldTrump/status/1007592799561289729
"June 15, 2018 at 02:03PM",@realDonaldTrump,“Donald Trump was 100% right to fire James Comey.” Mark Levin,http://twitter.com/realDonaldTrump/status/1007594445104189441
"June 15, 2018 at 07:08PM",@realDonaldTrump,"The Democrats are forcing the breakup of families at the Border with their horrible and cruel legislative agenda. Any Immigration Bill MUST HAVE full funding for the Wall, end Catch &amp; Release, Visa Lottery and Chain, and go to Merit Based Immigration. Go for it! WIN!",http://twitter.com/realDonaldTrump/status/1007671131841671169
"June 15, 2018 at 07:41PM",@realDonaldTrump,"Wow, what a tough sentence for Paul Manafort, who has represented Ronald Reagan, Bob Dole and many other top political people and campaigns. Didn’t know Manafort was the head of the Mob. What about Comey and Crooked Hillary and all of the others? Very unfair!",http://twitter.com/realDonaldTrump/status/1007679422865006593
"June 15, 2018 at 07:49PM",@realDonaldTrump,"I’ve had to beat 17 very talented people including the Bush Dynasty, then I had to beat the Clinton Dynasty, and now I have to beat a phony Witch Hunt and all of the dishonest people covered in the IG Report...and never forget the Fake News Media. It never ends!",http://twitter.com/realDonaldTrump/status/1007681553676283904
"June 16, 2018 at 12:03AM",@realDonaldTrump,"I have a great relationship with Angela Merkel of Germany, but the Fake News Media only shows the bad photos (implying anger) of negotiating an agreement - where I am asking for things that no other American President would ask for! https://t.co/Ib97nN5HZt",http://twitter.com/realDonaldTrump/status/1007745343306584064
"June 16, 2018 at 12:23AM",@realDonaldTrump,"The Fake News Media said that I did not get along with other Leaders at the #G7Summit in Canada. They are once again, WRONG! https://t.co/I6eEKEZV6z",http://twitter.com/realDonaldTrump/status/1007750530976927744
"June 16, 2018 at 12:32AM",@realDonaldTrump,Great discussions with European Union Commission President Jean-Claude Juncker and EU Council President Donald Tusk at the #G7Summit in Canada last week. https://t.co/kGxXe50459,http://twitter.com/realDonaldTrump/status/1007752687792910336
"June 16, 2018 at 02:47PM",@realDonaldTrump,"RT @realDonaldTrump: The Democrats are forcing the breakup of families at the Border with their horrible and cruel legislative agenda. Any Immigration Bill MUST HAVE full funding for the Wall, end Catch &amp; Release, Visa Lottery and Chain, and go to Merit Based Immigration. Go for it! WIN!",http://twitter.com/realDonaldTrump/status/1007968016221507585
"June 16, 2018 at 03:03PM",@realDonaldTrump,"Democrats can fix their forced family breakup at the Border by working with Republicans on new legislation, for a change! This is why we need more Republicans elected in November. Democrats are good at only three things, High Taxes, High Crime and Obstruction. Sad!",http://twitter.com/realDonaldTrump/status/1007972046666690561
"June 16, 2018 at 03:12PM",@realDonaldTrump,"My supporters are the smartest, strongest, most hard working and most loyal that we have seen in our countries history. It is a beautiful thing to watch as we win elections and gather support from all over the country. As we get stronger, so does our country. Best numbers ever!",http://twitter.com/realDonaldTrump/status/1007974129474121728
"June 16, 2018 at 04:01PM",@realDonaldTrump,"The IG Report totally destroys James Comey and all of his minions including the great lovers, Peter Strzok and Lisa Page, who started the disgraceful Witch Hunt against so many innocent people. It will go down as a dark and dangerous period in American History!",http://twitter.com/realDonaldTrump/status/1007986538985197568
"June 16, 2018 at 04:29PM",@realDonaldTrump,"RT @WhiteHouse: “Americans must demand their lawmakers support the legislation we need to defeat MS-13 once and for all, and to ensure every American child in every American community can grow up in safety, and grow up in security, and in peace.” https://t.co/lZricJih8H",http://twitter.com/realDonaldTrump/status/1007993462539644929
"June 17, 2018 at 01:52PM",@realDonaldTrump,"Chuck Schumer said “the Summit was what the Texans call all cattle and no hat.” Thank you Chuck, but are you sure you got that right? No more nuclear testing or rockets flying all over the place, blew up launch sites. Hostages already back, hero remains coming home &amp; much more!",http://twitter.com/realDonaldTrump/status/1008316495733186560
"June 17, 2018 at 01:58PM",@realDonaldTrump,Please clear up the Fake News! https://t.co/3VbIKbmKwP,http://twitter.com/realDonaldTrump/status/1008317842264088576
"June 17, 2018 at 02:31PM",@realDonaldTrump,"Daniel Henninger of The Wall Street Journal: “This IG Report makes it clear, as did Rod Rosenstein’s memo, that Trump was absolutely justified, unquestionably justified, in firing Jim Comey. So I think the Mueller Investigation is on pretty weak grounds right now.”  Witch Hunt!",http://twitter.com/realDonaldTrump/status/1008326335083761664
"June 17, 2018 at 02:40PM",@realDonaldTrump,"Funny how the Fake News, in a coordinated effort with each other, likes to say I gave sooo much to North Korea because I “met.” That’s because that’s all they have to disparage! We got so much for peace in the world, &amp; more is being added in finals. Even got our hostages/remains!",http://twitter.com/realDonaldTrump/status/1008328413210398720
"June 17, 2018 at 02:48PM",@realDonaldTrump,"Holding back the “war games” during the negotiations was my request because they are VERY EXPENSIVE and set a bad light during a good faith negotiation. Also, quite provocative. Can start up immediately if talks break down, which I hope will not happen!",http://twitter.com/realDonaldTrump/status/1008330598363090944
"June 17, 2018 at 03:01PM",@realDonaldTrump,"The denuclearization deal with North Korea is being praised and celebrated all over Asia. They are so happy! Over here, in our country, some people would rather see this historic deal fail than give Trump a win, even if it does save potentially millions &amp; millions of lives!",http://twitter.com/realDonaldTrump/status/1008333717545410560
"June 17, 2018 at 03:08PM",@realDonaldTrump,"Our economy is perhaps BETTER than it has ever been. Companies doing really well, and moving back to America, and jobs numbers are the best in 44 years.",http://twitter.com/realDonaldTrump/status/1008335560988078080
"June 17, 2018 at 03:26PM",@realDonaldTrump,Washington Post employees want to go on strike because Bezos isn’t paying them enough. I think a really long strike would be a great idea. Employees would get more money and we would get rid of Fake News for an extended period of time! Is @WaPo a registered lobbyist?,http://twitter.com/realDonaldTrump/status/1008340100877570048
"June 17, 2018 at 04:36PM",@realDonaldTrump,"RT @realDonaldTrump: I’ve had to beat 17 very talented people including the Bush Dynasty, then I had to beat the Clinton Dynasty, and now I have to beat a phony Witch Hunt and all of the dishonest people covered in the IG Report...and never forget the Fake News Media. It never ends!",http://twitter.com/realDonaldTrump/status/1008357631721951234
"June 17, 2018 at 04:36PM",@realDonaldTrump,"RT @realDonaldTrump: Democrats can fix their forced family breakup at the Border by working with Republicans on new legislation, for a change! This is why we need more Republicans elected in November. Democrats are good at only three things, High Taxes, High Crime and Obstruction. Sad!",http://twitter.com/realDonaldTrump/status/1008357746683580417
"June 17, 2018 at 04:36PM",@realDonaldTrump,"RT @realDonaldTrump: My supporters are the smartest, strongest, most hard working and most loyal that we have seen in our countries history. It is a beautiful thing to watch as we win elections and gather support from all over the country. As we get stronger, so does our country. Best numbers ever!",http://twitter.com/realDonaldTrump/status/1008357782410711041
"June 17, 2018 at 04:37PM",@realDonaldTrump,"RT @realDonaldTrump: The IG Report totally destroys James Comey and all of his minions including the great lovers, Peter Strzok and Lisa Page, who started the disgraceful Witch Hunt against so many innocent people. It will go down as a dark and dangerous period in American History!",http://twitter.com/realDonaldTrump/status/1008357861599129600
"June 17, 2018 at 04:54PM",@realDonaldTrump,"WITCH HUNT! There was no Russian Collusion. Oh, I see, there was no Russian Collusion, so now they look for obstruction on the no Russian Collusion. The phony Russian Collusion was a made up Hoax. Too bad they didn’t look at Crooked Hillary like this. Double Standard!",http://twitter.com/realDonaldTrump/status/1008362351807037441
"June 17, 2018 at 06:55PM",@realDonaldTrump,RT @WhiteHouse: Happy Father's Day! https://t.co/1Legof68lb,http://twitter.com/realDonaldTrump/status/1008392634468093955
"June 18, 2018 at 02:25AM",@realDonaldTrump,"Why was the FBI giving so much information to the Fake News Media. They are not supposed to be doing that, and knowing the enemy of the people Fake News, they put their own spin on it - truth doesn’t matter to them!",http://twitter.com/realDonaldTrump/status/1008506045373845504
"June 18, 2018 at 02:42AM",@realDonaldTrump,"Why was the FBI’s sick loser, Peter Strzok, working on the totally discredited Mueller team of 13 Angry &amp; Conflicted Democrats, when Strzok was giving Crooked Hillary a free pass yet telling his lover, lawyer Lisa Page, that “we’ll stop” Trump from becoming President? Witch Hunt!",http://twitter.com/realDonaldTrump/status/1008510118395293699
"June 18, 2018 at 02:49AM",@realDonaldTrump,The Democrats should get together with their Republican counterparts and work something out on Border Security &amp; Safety. Don’t wait until after the election because you are going to lose!,http://twitter.com/realDonaldTrump/status/1008511869970255872
"June 18, 2018 at 03:03AM",@realDonaldTrump,"“The highest level of bias I’ve ever witnessed in any law enforcement officer.” Trey Gowdy on the FBI’s own, Peter Strzok. Also remember that they all worked for Slippery James Comey and that Comey is best friends with Robert Mueller. A really sick deal, isn’t it?",http://twitter.com/realDonaldTrump/status/1008515606751084544
"June 18, 2018 at 02:46PM",@realDonaldTrump,"Why don’t the Democrats give us the votes to fix the world’s worst immigration laws? Where is the outcry for the killings and crime being caused by gangs and thugs, including MS-13, coming into our country illegally?",http://twitter.com/realDonaldTrump/status/1008692333771132929
"June 18, 2018 at 03:02PM",@realDonaldTrump,The people of Germany are turning against their leadership as migration is rocking the already tenuous Berlin coalition. Crime in Germany is way up. Big mistake made all over Europe in allowing millions of people in who have so strongly and violently changed their culture!,http://twitter.com/realDonaldTrump/status/1008696508697513985
"June 18, 2018 at 03:04PM",@realDonaldTrump,We don’t want what is happening with immigration in Europe to happen with us!,http://twitter.com/realDonaldTrump/status/1008696952559734787
"June 18, 2018 at 03:50PM",@realDonaldTrump,"Children are being used by some of the worst criminals on earth as a means to enter our country. Has anyone been looking at the Crime taking place south of the border. It is historic, with some countries the most dangerous places in the world. Not going to happen in the U.S.",http://twitter.com/realDonaldTrump/status/1008708576628625408
"June 18, 2018 at 03:50PM",@realDonaldTrump,CHANGE THE LAWS!,http://twitter.com/realDonaldTrump/status/1008708634396721153
"June 18, 2018 at 03:53PM",@realDonaldTrump,It is the Democrats fault for being weak and ineffective with Boarder Security and Crime. Tell them to start thinking about the people devastated by Crime coming from illegal immigration. Change the laws!,http://twitter.com/realDonaldTrump/status/1008709364939677697
"June 18, 2018 at 04:57PM",@realDonaldTrump,"If President Obama (who got nowhere with North Korea and would have had to go to war with many millions of people being killed) had gotten along with North Korea and made the initial steps toward a deal that I have, the Fake News would have named him a national hero!",http://twitter.com/realDonaldTrump/status/1008725438972211200
"June 18, 2018 at 05:27PM",@realDonaldTrump,Comey gave Strozk his marching orders. Mueller is Comey’s best friend. Witch Hunt!,http://twitter.com/realDonaldTrump/status/1008732992481710081
"June 19, 2018 at 03:52PM",@realDonaldTrump,I can’t think of something more concerning than a law enforcement officer suggesting that their going to use their powers to affect an election!” Inspector General Horowitz on what was going on with numerous people regarding my election. A Rigged Witch Hunt!p,http://twitter.com/realDonaldTrump/status/1009071326219395073
"June 19, 2018 at 03:52PM",@realDonaldTrump,Crime in Germany is up 10% plus (officials do not want to report these crimes) since migrants were accepted. Others countries are even worse. Be smart America!,http://twitter.com/realDonaldTrump/status/1009071330661142533
"June 19, 2018 at 03:52PM",@realDonaldTrump,"If you don’t have Borders, you don’t have a Country!",http://twitter.com/realDonaldTrump/status/1009071378371313664
"June 19, 2018 at 03:52PM",@realDonaldTrump,"Democrats are the problem. They don’t care about crime and want illegal immigrants, no matter how bad they may be, to pour into and infest our Country, like MS-13. They can’t win on their terrible policies, so they view them as potential voters!",http://twitter.com/realDonaldTrump/status/1009071403918864385
"June 19, 2018 at 04:07PM",@realDonaldTrump,"We must always arrest people coming into our Country illegally. Of the 12,000 children, 10,000 are being sent by their parents on a very dangerous trip, and only 2000 are with their parents, many of whom have tried to enter our Country illegally on numerous occasions.",http://twitter.com/realDonaldTrump/status/1009075083112050690
"June 19, 2018 at 04:11PM",@realDonaldTrump,"#CHANGETHELAWS   Now is the best opportunity ever for Congress to change the ridiculous and obsolete laws on immigration. Get it done, always keeping in mind that we must have strong border security.",http://twitter.com/realDonaldTrump/status/1009076294615814145
"June 19, 2018 at 05:22PM",@realDonaldTrump,"Join me tomorrow in Duluth, Minnesota for a #MAGA Rally! Tickets: https://t.co/mhhJB8WQlF https://t.co/gP59o1RDqW",http://twitter.com/realDonaldTrump/status/1009094070638084118
"June 19, 2018 at 07:35PM",@realDonaldTrump,THANK YOU @NFIB! #NFIB75 https://t.co/5ppZhQhZu0,http://twitter.com/realDonaldTrump/status/1009127586528661504
"June 19, 2018 at 08:04PM",@realDonaldTrump,"I want to take a moment to address the current illegal immigration crisis on the Southern Border...it has been going on for many, many decades... https://t.co/1F7EK9Ef88",http://twitter.com/realDonaldTrump/status/1009134789838843905
"June 20, 2018 at 03:06AM",@realDonaldTrump,"Homeland Security @SecNielsen did a fabulous job yesterday at the press conference explaining security at the border and for our country, while at the same time recommending changes to obsolete &amp; nasty laws, which force family separation. We want “heart” and security in America!",http://twitter.com/realDonaldTrump/status/1009241032100335616
"June 20, 2018 at 04:17AM",@realDonaldTrump,"Earlier today, @FLOTUS Melania and I were honored to welcome King Felipe VI and Queen Letizia of Spain to the @WhiteHouse!🇺🇸🇪🇸 https://t.co/cCubCyiRm5",http://twitter.com/realDonaldTrump/status/1009258943175168002
"June 20, 2018 at 04:36AM",@realDonaldTrump,THANK YOU @HouseGOP! https://t.co/scvACfJwts,http://twitter.com/realDonaldTrump/status/1009263794361692160
"June 20, 2018 at 02:25PM",@realDonaldTrump,"The Fake News is not mentioning the safety and security of our Country when talking about illegal immigration. Our immigration laws are the weakest and worst anywhere in the world, and the Dems will do anything not to change them &amp; to obstruct-want open borders which means crime!",http://twitter.com/realDonaldTrump/status/1009411866475532288
"June 20, 2018 at 03:41PM",@realDonaldTrump,"It’s the Democrats fault, they won’t give us the votes needed to pass good immigration legislation. They want open borders, which breeds horrible crime. Republicans want security. But I am working on something - it never ends!",http://twitter.com/realDonaldTrump/status/1009431025817092097
"June 20, 2018 at 03:43PM",@realDonaldTrump,RT @EricTrump: It is hard to believe that the historic North Korea / Kim Jong Un summit was exactly one week ago. Truly amazing to see the lengths the left / the media will go through to change the narrative. https://t.co/ct7u11YBDq,http://twitter.com/realDonaldTrump/status/1009431443100008448
"June 20, 2018 at 04:00PM",@realDonaldTrump,"“FBI texts have revealed anti-Trump Bias.” @FoxNews  Big News, but the Fake News doesn’t want to cover. Total corruption - the Witch Hunt has turned out to be a scam! At some point soon the Mainstream Media will have to cover correctly, too big a story!",http://twitter.com/realDonaldTrump/status/1009435777992884227
"June 20, 2018 at 04:01PM",@realDonaldTrump,"RT @GlobalGolfPost: The golf world has lost a legend in five-time Open Championship winner Peter Thomson. 

READ: https://t.co/TfMHo2GeDG https://t.co/mLwfesdEaA",http://twitter.com/realDonaldTrump/status/1009436170281979905
"June 20, 2018 at 04:02PM",@realDonaldTrump,"RT @PastorDScott: Once the mid terms are over, liberals won’t talk about detained or separated illegal immigrant children until 2020. #itsallpolitics",http://twitter.com/realDonaldTrump/status/1009436321792786432
"June 20, 2018 at 05:00PM",@realDonaldTrump,More records! #MAGA https://t.co/2CP5eq40Fy,http://twitter.com/realDonaldTrump/status/1009450868641497094
"June 20, 2018 at 07:37PM",@realDonaldTrump,https://t.co/yfwdyUHmn3,http://twitter.com/realDonaldTrump/status/1009490487051513861
"June 20, 2018 at 10:04PM",@realDonaldTrump,Had a great meeting with the House GOP last night at the Capitol. They applauded and laughed loudly when I mentioned my experience with Mark Sanford. I have never been a fan of his!,http://twitter.com/realDonaldTrump/status/1009527495043923968
"June 20, 2018 at 10:34PM",@realDonaldTrump,Look what Fake ABC News put out. I guess they had it prepared from the 13 Angry Democrats leading the Witch Hunt! #StopTheBias https://t.co/c0XOk1btEQ,http://twitter.com/realDonaldTrump/status/1009534957440516096
"June 20, 2018 at 10:39PM",@realDonaldTrump,"Don’t worry, the Republicans, and your President, will fix it! https://t.co/xsbuPzXbHj",http://twitter.com/realDonaldTrump/status/1009536237881847808
"June 20, 2018 at 11:54PM",@realDonaldTrump,"Just landed in Duluth, Minnesota. Two events planned - looking forward to them and being with @PeteStauber and his wonderful family!",http://twitter.com/realDonaldTrump/status/1009555147108696064
"June 21, 2018 at 01:30AM",@realDonaldTrump,"So sorry, people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA",http://twitter.com/realDonaldTrump/status/1009579307847553024
"June 21, 2018 at 03:01AM",@realDonaldTrump,"Thank you Duluth, Minnesota. Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/G0hbbx6xAK",http://twitter.com/realDonaldTrump/status/1009602111133442048
"June 21, 2018 at 05:24AM",@realDonaldTrump,"Just returning from the Great State of Minnesota where we had an incredible rally with 9,000 people, and at least 10,000 who could not get in - I will return! Congratulations to @PeteStauber who is loved and respected in Minnesota!",http://twitter.com/realDonaldTrump/status/1009638183091359744
"June 21, 2018 at 05:51AM",@realDonaldTrump,ALL-TIME RECORD OPTIMISM! https://t.co/ZTrfJY2afh,http://twitter.com/realDonaldTrump/status/1009644987544408064
"June 21, 2018 at 02:12PM",@realDonaldTrump,"We shouldn’t be hiring judges by the thousands, as our ridiculous immigration laws demand, we should be changing our laws, building the Wall, hire Border Agents and Ice and not let people come into our country based on the legal phrase they are told to say as their password.",http://twitter.com/realDonaldTrump/status/1009770941604298753
"June 21, 2018 at 02:29PM",@realDonaldTrump,"The Border has been a big mess and problem for many years. At some point Schumer and Pelosi, who are weak on Crime and Border security, will be forced to do a real deal, so easy, that solves this long time problem. Schumer used to want Border security - now he’ll take Crime!",http://twitter.com/realDonaldTrump/status/1009775416456941568
"June 21, 2018 at 02:38PM",@realDonaldTrump,"I will be going the Columbia, South Carolina, on Monday night to do a campaign speech for one of my very early supporters, a man who truly loves the people of South Carolina, Governor Henry McMaster. Henry worked so hard &amp; was so loyal to me that I look forward to reciprocating!",http://twitter.com/realDonaldTrump/status/1009777520659652609
"June 21, 2018 at 02:47PM",@realDonaldTrump,"Henry McMaster has done a great job as Governor of South Carolina. The State is BOOMING, with jobs and new industry setting records. He is tough on Crime and strong on Borders, Health Care, the Mititary and our great Vets. Henry has my full and complete Endorsement! #MAGA",http://twitter.com/realDonaldTrump/status/1009779791858413569
"June 21, 2018 at 02:50PM",@realDonaldTrump,Last night in Minnesota was incredible. What a crowd!,http://twitter.com/realDonaldTrump/status/1009780708381024258
"June 21, 2018 at 03:08PM",@realDonaldTrump,"What is the purpose of the House doing good immigration bills when you need 9 votes by Democrats in the Senate, and the Dems are only looking to Obstruct (which they feel is good for them in the Mid-Terms). Republicans must get rid of the stupid Filibuster Rule-it is killing you!",http://twitter.com/realDonaldTrump/status/1009785143635206149
"June 21, 2018 at 03:52PM",@realDonaldTrump,"Henry McMaster has done a great job as Governor of South Carolina. The state is BOOMING, with jobs and new industry setting records. He is tough on Crime and Strong on Borders, Healthcare, the Military and our great Vets. Henry has my full and complete Endrosement! #MAGA",http://twitter.com/realDonaldTrump/status/1009796154220072960
"June 21, 2018 at 04:38PM",@realDonaldTrump,"Democrats want open Borders, where anyone can come into our Country, and stay. This is Nancy Pelosi’s dream. It won’t happen!",http://twitter.com/realDonaldTrump/status/1009807715798044672
"June 21, 2018 at 07:02PM",@realDonaldTrump,My Administration is acting swiftly to address the illegal immigration crisis on the Southern Border. Loopholes in our immigration laws all supported by extremist open border Democrats...and that's what they are - they're extremist open border Democrats.... https://t.co/F73I5gu0Q5,http://twitter.com/realDonaldTrump/status/1009844059211366401
"June 21, 2018 at 10:25PM",@realDonaldTrump,"""The real big story that affects everybody in America is the success of @POTUS's TAX CUT package and what it's done for our economy...” @Varneyco https://t.co/2bUbA7zSFM",http://twitter.com/realDonaldTrump/status/1009895079631351808
"June 21, 2018 at 10:45PM",@realDonaldTrump,I was thrilled to be back in Minnesota for a roundtable with hardworking American Patriots. Thank you! https://t.co/suoRN02zMq,http://twitter.com/realDonaldTrump/status/1009900144861634561
"June 21, 2018 at 10:46PM",@realDonaldTrump,Farm Bill just passed in the House. So happy to see work requirements included. Big win for the farmers!,http://twitter.com/realDonaldTrump/status/1009900306694656002
"June 21, 2018 at 10:46PM",@realDonaldTrump,Big Supreme Court win on internet sales tax - about time! Big victory for fairness and for our country. Great victory for consumers and retailers.,http://twitter.com/realDonaldTrump/status/1009900449456115719
"June 21, 2018 at 11:51PM",@realDonaldTrump,"“I REALLY DON’T CARE, DO U?” written on the back of Melania’s jacket, refers to the Fake News Media. Melania has learned how dishonest they are, and she truly no longer cares!",http://twitter.com/realDonaldTrump/status/1009916650622251009
"June 22, 2018 at 12:40AM",@realDonaldTrump,"We have to maintain strong borders or we will no longer have a country that we can be proud of – and if we show any weakness, millions of people will journey into our country.",http://twitter.com/realDonaldTrump/status/1009928980475138048
