Date,User,Text,Link
"March 31, 2018 at 02:52PM",@realDonaldTrump,"...does not include the Fake Washington Post, which is used as a “lobbyist” and should so  REGISTER. If the P.O. “increased its parcel rates, Amazon’s shipping costs would rise by $2.6 Billion.” This Post Office scam must stop. Amazon must pay real costs (and taxes) now!",http://twitter.com/realDonaldTrump/status/980065419632566272
"March 31, 2018 at 02:53PM",@realDonaldTrump,Governor Jerry “Moonbeam” Brown pardoned 5 criminal illegal aliens whose crimes include (1) Kidnapping and Robbery (2) Badly beating wife and threatening a crime with intent to terrorize (3) Dealing drugs. Is this really what the great people of California want? @FoxNews,http://twitter.com/realDonaldTrump/status/980065427375128576
"April 01, 2018 at 02:27PM",@realDonaldTrump,HAPPY EASTER!,http://twitter.com/realDonaldTrump/status/980421275326865409
"April 01, 2018 at 03:56PM",@realDonaldTrump,Border Patrol Agents are not allowed to properly do their job at the Border because of ridiculous liberal (Democrat) laws like Catch &amp; Release. Getting more dangerous. “Caravans” coming. Republicans must go to Nuclear Option to pass tough laws NOW. NO MORE DACA DEAL!,http://twitter.com/realDonaldTrump/status/980443810529533952
"April 01, 2018 at 04:25PM",@realDonaldTrump,"Mexico is doing very little, if not NOTHING, at stopping people from flowing into Mexico through their Southern Border, and then into the U.S. They laugh at our dumb immigration laws. They must stop the big drug and people flows, or I will stop their cash cow, NAFTA. NEED WALL!",http://twitter.com/realDonaldTrump/status/980451155548491777
"April 01, 2018 at 04:28PM",@realDonaldTrump,These big flows of people are all trying to take advantage of DACA. They want in on the act!,http://twitter.com/realDonaldTrump/status/980451798606602241
"April 02, 2018 at 01:02PM",@realDonaldTrump,"Mexico has the absolute power not to let these large “Caravans” of people enter their country. They must stop them at their Northern Border, which they can do because their border laws work, not allow them to pass through into our country, which has no effective border laws.....",http://twitter.com/realDonaldTrump/status/980762392303980544
"April 02, 2018 at 01:10PM",@realDonaldTrump,"...Congress must immediately pass Border Legislation, use Nuclear Option if necessary, to stop the massive inflow of Drugs and People. Border Patrol Agents (and ICE) are GREAT, but the weak Dem laws don’t allow them to do their job. Act now Congress, our country is being stolen!",http://twitter.com/realDonaldTrump/status/980764358530789380
"April 02, 2018 at 01:17PM",@realDonaldTrump,"DACA is dead because the Democrats didn’t care or act, and now everyone wants to get onto the DACA bandwagon... No longer works. Must build Wall and secure our borders with proper Border legislation. Democrats want No Borders, hence drugs and crime!",http://twitter.com/realDonaldTrump/status/980766121983987712
"April 02, 2018 at 03:08PM",@realDonaldTrump,"Mexico is making a fortune on NAFTA...They have very strong border laws - ours are pathetic. With all of the money they make from the U.S., hopefully they will stop people from coming through their country and into ours, at least until Congress changes our immigration laws!",http://twitter.com/realDonaldTrump/status/980794173279342592
"April 02, 2018 at 03:28PM",@realDonaldTrump,"So funny to watch Fake News Networks, among the most dishonest groups of people I have ever dealt with, criticize Sinclair Broadcasting for being biased. Sinclair is far superior to CNN and even more Fake NBC, which is a total joke.",http://twitter.com/realDonaldTrump/status/980799183425802240
"April 02, 2018 at 03:35PM",@realDonaldTrump,"Only fools, or worse, are saying that our money losing Post Office makes money with Amazon. THEY LOSE A FORTUNE, and this will be changed. Also, our fully tax paying retailers are closing stores all over the country...not a level playing field!",http://twitter.com/realDonaldTrump/status/980800783313702918
"April 02, 2018 at 03:58PM",@realDonaldTrump,"So sad that the Department of “Justice” and the FBI are slow walking, or even not giving, the unredacted documents requested by Congress. An embarrassment to our country!",http://twitter.com/realDonaldTrump/status/980806557846863872
"April 02, 2018 at 05:41PM",@realDonaldTrump,An honor to host the Annual @WhiteHouse Easter Egg Roll! https://t.co/bOMJRK8FyK,http://twitter.com/realDonaldTrump/status/980832496005844993
"April 02, 2018 at 06:38PM",@realDonaldTrump,"“President Donald J. Trump Proclaims April 2, 2018, World Autism Awareness Day” https://t.co/ECBCHfll0p",http://twitter.com/realDonaldTrump/status/980846943130746881
"April 03, 2018 at 02:00AM",@realDonaldTrump,"As ridiculous as it sounds, the laws of our country do not easily allow us to send those crossing our Southern Border back where they came from. A whole big wasted procedure must take place. Mexico &amp; Canada have tough immigration laws, whereas ours are an Obama joke. ACT CONGRESS",http://twitter.com/realDonaldTrump/status/980958298445885446
"April 03, 2018 at 02:12AM",@realDonaldTrump,"Honduras, Mexico and many other countries that the U.S. is very generous to, sends many of their people to our country through our WEAK IMMIGRATION POLICIES. Caravans are heading here. Must pass tough laws and build the WALL. Democrats allow open borders, drugs and crime!",http://twitter.com/realDonaldTrump/status/980961086546632705
"April 03, 2018 at 02:24AM",@realDonaldTrump,"39% of my nominations, including Diplomats to foreign lands, have not been confirmed due to Democrat obstruction and delay. At this rate, it would take more than 7 years before I am allowed to have these great people start working. Never happened before. Disgraceful!",http://twitter.com/realDonaldTrump/status/980964100502118400
"April 03, 2018 at 02:34AM",@realDonaldTrump,"“President Trump's approval rate among likely U.S. voters hit 50 percent on Monday, which puts him higher than former President Barack Obama's score at the same point into his first term, according to a new poll.” Via: @Anna_Giaritelli @DCExaminer https://t.co/ZzycNoDCQJ",http://twitter.com/realDonaldTrump/status/980966813843509249
"April 03, 2018 at 04:03AM",@realDonaldTrump,#AutismAwarenessDay #LightItUpBlue https://t.co/JAzSE6yEes,http://twitter.com/realDonaldTrump/status/980989085631225857
"April 03, 2018 at 12:34PM",@realDonaldTrump,"The Fake News Networks, those that knowingly have a sick and biased AGENDA, are worried about the competition and quality of Sinclair Broadcast. The “Fakers” at CNN, NBC, ABC &amp; CBS have done so much dishonest reporting that they should only be allowed to get awards for fiction!",http://twitter.com/realDonaldTrump/status/981117684489379840
"April 03, 2018 at 12:49PM",@realDonaldTrump,"The big Caravan of People from Honduras, now coming across Mexico and heading to our “Weak Laws” Border, had better be stopped before it gets there. Cash cow NAFTA is in play, as is foreign aid to Honduras and the countries that allow this to happen. Congress MUST ACT NOW!",http://twitter.com/realDonaldTrump/status/981121409807155200
"April 03, 2018 at 12:58PM",@realDonaldTrump,"Check out the fact that you can’t get a job at ratings challenged @CNN unless you state that you are totally anti-Trump? Little Jeff Zuker, whose job is in jeopardy, is not having much fun lately. They should clean up and strengthen CNN and get back to honest reporting!",http://twitter.com/realDonaldTrump/status/981123772169191424
"April 03, 2018 at 01:08PM",@realDonaldTrump,"Thank you to Rasmussen for the honest polling. Just hit 50%, which is higher than Cheatin’ Obama at the same time in his Administration.",http://twitter.com/realDonaldTrump/status/981126375716409344
"April 03, 2018 at 03:55PM",@realDonaldTrump,I am right about Amazon costing the United States Post Office massive amounts of money for being their Delivery Boy. Amazon should pay these costs (plus) and not have them bourne by the American Taxpayer. Many billions of dollars. P.O. leaders don’t have a clue (or do they?)!,http://twitter.com/realDonaldTrump/status/981168344924536832
"April 03, 2018 at 09:15PM",@realDonaldTrump,"Today, it was my honor to welcome Estonia President @KerstiKaljulaid, Lithuania President @Grybauskaite_LT, and Latvia President @Vejonis to the @WhiteHouse. Congratulations on your 100th anniversaries of independence! #BalticSummit: https://t.co/XAchZ3zUSe https://t.co/RRftyTGEvb",http://twitter.com/realDonaldTrump/status/981248899166932994
"April 03, 2018 at 09:59PM",@realDonaldTrump,WE WILL PROTECT OUR SOUTHERN BORDER! https://t.co/Z7fqQKcnez,http://twitter.com/realDonaldTrump/status/981259962717388801
"April 03, 2018 at 11:49PM",@realDonaldTrump,"Was just briefed on the shooting at YouTube’s HQ in San Bruno, California. Our thoughts and prayers are with everybody involved. Thank you to our phenomenal Law Enforcement Officers and First Responders that are currently on the scene.",http://twitter.com/realDonaldTrump/status/981287536520847360
"April 04, 2018 at 01:19PM",@realDonaldTrump,"Our Border Laws are very weak while those of Mexico &amp; Canada are very strong. Congress must change these Obama era, and other, laws NOW! The Democrats stand in our way - they want people to pour into our country unchecked....CRIME! We will be taking strong action today.",http://twitter.com/realDonaldTrump/status/981491439233355776
"April 04, 2018 at 01:22PM",@realDonaldTrump,"We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!",http://twitter.com/realDonaldTrump/status/981492087328792577
"April 04, 2018 at 03:20PM",@realDonaldTrump,"When you’re already $500 Billion DOWN, you can’t lose!",http://twitter.com/realDonaldTrump/status/981521901079146499
"April 04, 2018 at 04:50PM",@realDonaldTrump,"Our thoughts and prayers are with the four U.S. Marines from the 3rd Marine Aircraft Wing who lost their lives in yesterday’s Southern California helicopter crash. We pray for their families, and our great @USMC.",http://twitter.com/realDonaldTrump/status/981544432762802176
"April 04, 2018 at 05:05PM",@realDonaldTrump,"Today we honor Dr. Martin Luther King, Jr. on the 50th anniversary of his assassination. Earlier this year I spoke about Dr. King’s legacy of justice and peace, and his impact on uniting Americans. #MLK50 Proclamation: https://t.co/XXtPO0VX5A https://t.co/SH0esMSyMT",http://twitter.com/realDonaldTrump/status/981548354088898560
"April 05, 2018 at 01:08AM",@realDonaldTrump,“Still Rising: Rasmussen Poll Shows Donald Trump Approval Ratings Now at 51 Percent” https://t.co/q80PaE0gQo,http://twitter.com/realDonaldTrump/status/981669823221559302
"April 05, 2018 at 01:40PM",@realDonaldTrump,"The Caravan is largely broken up thanks to the strong immigration laws of Mexico and their willingness to use them so as not to cause a giant scene at our Border. Because of the Trump Administrations actions, Border crossings are at a still UNACCEPTABLE 46 year low. Stop drugs!",http://twitter.com/realDonaldTrump/status/981859214380462081
"April 05, 2018 at 03:10PM",@realDonaldTrump,"The Fake News Washington Post, Amazon’s “chief lobbyist,” has another (of many) phony headlines, “Trump Defiant As China Adds Trade Penalties.” WRONG! Should read, “Trump Defiant as U.S. Adds Trade Penalties, Will End Barriers And Massive  I.P. Theft.” Typically bad reporting!",http://twitter.com/realDonaldTrump/status/981881669593559040
"April 05, 2018 at 10:12PM",@realDonaldTrump,"Thanks to our historic TAX CUTS, America is open for business, and millions of American workers are seeing more take-home pay through higher wages, salaries and bonuses! https://t.co/0u3dpLJiV2",http://twitter.com/realDonaldTrump/status/981987882712883200
"April 05, 2018 at 10:28PM",@realDonaldTrump,Thank you @WVGovernor Jim Justice. It was my great honor to be with the amazing people of West Virginia today! #MAGA https://t.co/IwPuQNadMM,http://twitter.com/realDonaldTrump/status/981992052786425856
"April 06, 2018 at 01:11PM",@realDonaldTrump,"Despite the Aluminum Tariffs, Aluminum prices are DOWN 4%. People are surprised, I’m not! Lots of money coming into U.S. coffers and Jobs, Jobs, Jobs!",http://twitter.com/realDonaldTrump/status/982214297160839173
"April 06, 2018 at 01:29PM",@realDonaldTrump,"RT @realDonaldTrump: We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!",http://twitter.com/realDonaldTrump/status/982218660788883457
"April 06, 2018 at 04:32PM",@realDonaldTrump,"China, which is a great economic power, is considered a Developing Nation within the World Trade Organization. They therefore get tremendous perks and advantages, especially over the U.S. Does anybody think this is fair. We were badly represented. The WTO is unfair to U.S.",http://twitter.com/realDonaldTrump/status/982264844136017921
"April 06, 2018 at 04:46PM",@realDonaldTrump,"Do you believe that the Fake News Media is pushing hard on a story that I am going to replace A.G. Jeff Sessions with EPA Chief Scott Pruitt, who is doing a great job but is TOTALLY under siege? Do people really believe this stuff? So much of the media is dishonest and corrupt!",http://twitter.com/realDonaldTrump/status/982268230306709509
"April 06, 2018 at 06:24PM",@realDonaldTrump,AMERICA IS OPEN FOR BUSINESS! https://t.co/5jxdojPZmN,http://twitter.com/realDonaldTrump/status/982292963492413442
"April 06, 2018 at 10:23PM",@realDonaldTrump,“BET founder: Trump's economy is bringing black workers back into the labor force” https://t.co/TtMDfi4bv0,http://twitter.com/realDonaldTrump/status/982353242196766720
"April 06, 2018 at 10:26PM",@realDonaldTrump,Congratulations to @bernieandsid on their new @77wabcradio morning radio show in New York City. It was an honor to join you two – good luck! https://t.co/sulTcRp3IC,http://twitter.com/realDonaldTrump/status/982353975595929600
"April 07, 2018 at 07:35PM",@realDonaldTrump,Just spoke to @JustinTrudeau to pay my highest respect and condolences to the families of the terrible Humboldt Team tragedy. May God be with them all!,http://twitter.com/realDonaldTrump/status/982673223719489536
"April 07, 2018 at 08:03PM",@realDonaldTrump,"The United States hasn’t had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year, and has been losing Billions of Dollars for decades. Cannot continue!",http://twitter.com/realDonaldTrump/status/982680387116781568
"April 07, 2018 at 08:11PM",@realDonaldTrump,We are sealing up our Southern Border. The people of our great country want Safety and Security. The Dems have been a disaster on this very important issue!,http://twitter.com/realDonaldTrump/status/982682227581636608
"April 07, 2018 at 10:52PM",@realDonaldTrump,"Lawmakers of the House Judiciary Committee are angrily accusing the Department of Justice of missing the Thursday Deadline for turning over UNREDACTED Documents relating to FISA abuse, FBI, Comey, Lynch, McCabe, Clinton Emails and much more. Slow walking - what is going on? BAD!",http://twitter.com/realDonaldTrump/status/982722926305832960
"April 07, 2018 at 11:00PM",@realDonaldTrump,"What does the Department of Justice and FBI have to hide? Why aren’t they giving the strongly requested documents (unredacted) to the HOUSE JUDICIARY COMMITTEE? Stalling, but for what reason? Not looking good!",http://twitter.com/realDonaldTrump/status/982724858743328777
"April 08, 2018 at 12:42AM",@realDonaldTrump,Fire at Trump Tower is out. Very confined (well built building). Firemen (and women) did a great job. THANK YOU!,http://twitter.com/realDonaldTrump/status/982750459877380096
"April 08, 2018 at 02:03AM",@realDonaldTrump,"While Security spending was somewhat more than his predecessor, Scott Pruitt has received death threats because of his bold actions at EPA. Record clean Air &amp; Water while saving USA Billions of Dollars. Rent was about market rate, travel expenses OK. Scott is doing a great job!",http://twitter.com/realDonaldTrump/status/982770847046922240
"April 08, 2018 at 01:27PM",@realDonaldTrump,"“The FBI closed the case on Hillary, which was a rigged investigation. They exonerated her even before they ever interviewed her, they never even put her under oath.....” and much more. So true Jesse! @WattersWorld",http://twitter.com/realDonaldTrump/status/982943088330108928
"April 08, 2018 at 01:58PM",@realDonaldTrump,"The Washington Post is far more fiction than fact. Story after story is made up garbage - more like a poorly written novel than good reporting. Always quoting sources (not names), many of which don’t exist. Story on John Kelly isn’t true, just another hit job!",http://twitter.com/realDonaldTrump/status/982950739441004544
"April 08, 2018 at 02:12PM",@realDonaldTrump,"President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!",http://twitter.com/realDonaldTrump/status/982954355509907457
"April 08, 2018 at 03:00PM",@realDonaldTrump,"Many dead, including women and children, in mindless CHEMICAL attack in Syria. Area of atrocity is in lockdown and encircled by Syrian Army, making it completely inaccessible to outside world. President Putin, Russia and Iran are responsible for backing Animal Assad. Big price...",http://twitter.com/realDonaldTrump/status/982966315467116544
"April 08, 2018 at 03:04PM",@realDonaldTrump,....to pay. Open area immediately for medical help and verification. Another humanitarian disaster for no reason whatsoever. SICK!,http://twitter.com/realDonaldTrump/status/982967389028569088
"April 08, 2018 at 03:12PM",@realDonaldTrump,"If President Obama had crossed his stated Red Line In The Sand, the Syrian disaster would have ended long ago! Animal Assad would have been history!",http://twitter.com/realDonaldTrump/status/982969547283161090
"April 09, 2018 at 02:43AM",@realDonaldTrump,"Congratulations to Patrick Reed on his great and courageous MASTERS win! When Patrick had his amazing win at Doral 5 years ago, people saw his great talent, and a bright future ahead. Now he is the Masters Champion!",http://twitter.com/realDonaldTrump/status/983143317889323008
"April 09, 2018 at 12:03PM",@realDonaldTrump,"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!",http://twitter.com/realDonaldTrump/status/983284198046826496
"April 09, 2018 at 06:55PM",@realDonaldTrump,RT @StateDept: .@POTUS Trump condemns the heinous attack on innocent Syrians with banned chemical weapons. #Syria https://t.co/qiEahlL3Ah,http://twitter.com/realDonaldTrump/status/983387989136084993
"April 09, 2018 at 09:17PM",@realDonaldTrump,The Democrats are not doing what’s right for our country. I will not rest until we have secured our borders and restored the rule of law! https://t.co/zKGgPlaadS,http://twitter.com/realDonaldTrump/status/983423715332558848
"April 09, 2018 at 09:32PM",@realDonaldTrump,Great @Cabinet meeting at the @WhiteHouse this morning! https://t.co/kzmfovwUeb https://t.co/7AgbwbFNuw,http://twitter.com/realDonaldTrump/status/983427438691708929
"April 10, 2018 at 01:07PM",@realDonaldTrump,Attorney–client privilege is dead!,http://twitter.com/realDonaldTrump/status/983662868540346371
"April 10, 2018 at 01:08PM",@realDonaldTrump,A TOTAL WITCH HUNT!!!,http://twitter.com/realDonaldTrump/status/983662953894436864
"April 10, 2018 at 03:30PM",@realDonaldTrump,"Last night, it was my great honor to host America’s senior defense and military leaders for dinner at the White House. America’s military is the GREATEST fighting force in the history of the world. They all have my pledge of unwavering commitment to our men and women in uniform! https://t.co/BjWKcMX0iL",http://twitter.com/realDonaldTrump/status/983698762760704000
"April 10, 2018 at 07:51PM",@realDonaldTrump,"Very thankful for President Xi of China’s kind words on tarrifs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!",http://twitter.com/realDonaldTrump/status/983764328443797504
"April 10, 2018 at 08:30PM",@realDonaldTrump,"Very thankful for President Xi of China’s kind words on tariffs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!",http://twitter.com/realDonaldTrump/status/983774270886236161
"April 10, 2018 at 11:49PM",@realDonaldTrump,"Today, it was my great honor to welcome the 2017 NCAA Football National Champion, Alabama Crimson Tide - to the White House. Congratulations! #RollTide
https://t.co/hF5EZHlSVS https://t.co/JfGue4IIs1",http://twitter.com/realDonaldTrump/status/983824424532144128
"April 11, 2018 at 12:30PM",@realDonaldTrump,"The Failing New York Times wrote another phony story. It was political pundit Doug Schoen, not a Ukrainian businessman, who asked me to do a short speech by phone (Skype), hosted by Doug, in Ukraine. I was very positive about Ukraine-another negative to the Fake Russia  C story!",http://twitter.com/realDonaldTrump/status/984015782521835521
"April 11, 2018 at 12:38PM",@realDonaldTrump,"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton &amp; Larry K on board. I (we) are",http://twitter.com/realDonaldTrump/status/984017894240604161
"April 11, 2018 at 12:47PM",@realDonaldTrump,"....doing things that nobody thought possible, despite the never ending and corrupt Russia Investigation, which takes tremendous time and focus. No Collusion or Obstruction (other than I fight back), so now they do the Unthinkable, and RAID a lawyers office for information! BAD!",http://twitter.com/realDonaldTrump/status/984020136255541248
"April 11, 2018 at 12:57PM",@realDonaldTrump,"Russia vows to shoot down any and all missiles fired at Syria. Get ready Russia,  because they will be coming, nice and new and “smart!” You shouldn’t be partners with a Gas Killing Animal who kills his people and enjoys it!",http://twitter.com/realDonaldTrump/status/984022625440747520
"April 11, 2018 at 01:37PM",@realDonaldTrump,"Our relationship with Russia is worse now than it has ever been, and that includes the Cold War. There is no reason for this. Russia needs us to help with their economy, something that would be very easy to do, and we need all nations to work together. Stop the arms race?",http://twitter.com/realDonaldTrump/status/984032798821568513
"April 11, 2018 at 03:00PM",@realDonaldTrump,"Much of the bad blood with Russia is caused by the Fake &amp; Corrupt Russia Investigation, headed up by the all Democrat loyalists, or people that worked for Obama. Mueller is most conflicted of all (except Rosenstein who signed FISA &amp; Comey letter). No Collusion, so they go crazy!",http://twitter.com/realDonaldTrump/status/984053549742067712
"April 11, 2018 at 03:50PM",@realDonaldTrump,"Speaker Paul Ryan is a truly good man, and while he will not be seeking re-election, he will leave a legacy of achievement that nobody can question. We are with you Paul!",http://twitter.com/realDonaldTrump/status/984066131303583746
"April 11, 2018 at 05:47PM",@realDonaldTrump,"The @WhiteHouse is partnering with @Interior and @NatlParkService to bring the @NSCsafety's “Prescribed to Death” Opioid Memorial to the Ellipse - beginning tomorrow, April 12th to April 18th. More information: https://t.co/z4FPQxt4Bl https://t.co/XvScPqvAkQ",http://twitter.com/realDonaldTrump/status/984095671262367744
"April 11, 2018 at 06:34PM",@realDonaldTrump,"RT @StateDept: .@POTUS Trump at Signing of #FOSTA #SESTA bill: We are going to do everything in our power to make sure traffickers are brought to a swift and firm justice…When we work together, we can bring safety and hope to every community across the country. #EndTrafficking https://t.co/9BFlBTxZhp",http://twitter.com/realDonaldTrump/status/984107320211886080
"April 11, 2018 at 09:47PM",@realDonaldTrump,“Trump just took a giant step towards actual welfare reform” https://t.co/LQlACDDLug,http://twitter.com/realDonaldTrump/status/984155907251687424
"April 12, 2018 at 12:59AM",@realDonaldTrump,Honored to have Republican Congressional Leadership join me at the @WhiteHouse this evening. Lots to discuss as we continue MAKING AMERICA GREAT AGAIN! https://t.co/b9z5Nfdkcl,http://twitter.com/realDonaldTrump/status/984204373105442816
"April 12, 2018 at 02:48AM",@realDonaldTrump,Big show tonight on @seanhannity! 9:00 P.M. on @FoxNews,http://twitter.com/realDonaldTrump/status/984231791103012864
"April 12, 2018 at 12:03PM",@realDonaldTrump,"If I wanted to fire Robert Mueller in December, as reported by the Failing New York Times, I would have fired him. Just more Fake News from a biased newspaper!",http://twitter.com/realDonaldTrump/status/984371491277099010
"April 12, 2018 at 12:08PM",@realDonaldTrump,"California Governor Jerry Brown is doing the right thing and sending the National Guard to the Border. Thank you Jerry, good move for the safety of our Country!",http://twitter.com/realDonaldTrump/status/984372760230154241
"April 12, 2018 at 12:15PM",@realDonaldTrump,"Never said when an attack on Syria would take place. Could be very soon or not so soon at all! In any event, the United States, under my Administration, has done a great job of ridding the region of ISIS. Where is our “Thank you America?”",http://twitter.com/realDonaldTrump/status/984374422587965440
"April 12, 2018 at 12:37PM",@realDonaldTrump,Good luck to Mike Pompeo during his Confirmation Hearing today. He will be a great Secretary of State!,http://twitter.com/realDonaldTrump/status/984379918682394624
"April 12, 2018 at 06:42PM",@realDonaldTrump,"On Yom HaShoah we remember the six million Jews slaughtered in the Holocaust. With each passing year, our duty to remember this atrocity increases as we pledge #NeverAgain. #HolocaustRemembranceDay https://t.co/tyga4VtjLT",http://twitter.com/realDonaldTrump/status/984471933050937344
"April 12, 2018 at 06:46PM",@realDonaldTrump,"I have agreed with the historically cooperative, disciplined approach that we have engaged in with Robert Mueller (Unlike the Clintons!). I have full confidence in Ty Cobb, my Special Counsel, and have been fully advised throughout each phase of this process.",http://twitter.com/realDonaldTrump/status/984472778035417088
"April 12, 2018 at 07:13PM",@realDonaldTrump,"Just had an Agricultural Roundtable with memembers of Congress and Governors.

I will be making remarks on the large scale TAX CUTS given to American families and workers at 1:45 P.M. from the Rose Garden. Join me live: https://t.co/XAchZ3zUSe https://t.co/Dqe8QhpDAZ",http://twitter.com/realDonaldTrump/status/984479558765350912
"April 12, 2018 at 08:32PM",@realDonaldTrump,"Thank you to all of the American workers who travelled here today! This event is dedicated to YOU: the hardworking Americans who make this nation run. You love your country, you provide for your family, you have PRIDE in your work and you cherish our GREAT AMERICAN FLAG! #TaxCuts https://t.co/RwaLpCRPh5",http://twitter.com/realDonaldTrump/status/984499517805486082
"April 12, 2018 at 09:03PM",@realDonaldTrump,"America’s greatest treasure is our people – and my Administration HEARS YOUR VOICE and HAS YOUR BACK. We are fighting to give every American a future of dignity, purpose and pride. AMERICAN SPIRIT is back! #TaxCuts https://t.co/oSGZe0irBf",http://twitter.com/realDonaldTrump/status/984507430909308929
"April 13, 2018 at 05:15AM",@realDonaldTrump,"Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BILATERAL deals with six of the eleven nations in TPP, and are working to make a deal with the biggest of those  nations, Japan, who has hit us hard on trade for years!",http://twitter.com/realDonaldTrump/status/984631073865953280
"April 13, 2018 at 01:44PM",@realDonaldTrump,"Tremendous pressure is building, like never before, for the Border Wall and an end to crime cradling Sanctuary Cities. Started the Wall in San Diego, where the people were pushing really hard to get it. They will soon be protected!",http://twitter.com/realDonaldTrump/status/984759315046322177
"April 13, 2018 at 02:01PM",@realDonaldTrump,"James Comey is a proven LEAKER &amp; LIAR. Virtually everyone in Washington thought he should be fired for the terrible job he did-until he was, in fact, fired. He leaked CLASSIFIED information, for which he should be prosecuted. He lied to Congress under OATH. He is a weak and.....",http://twitter.com/realDonaldTrump/status/984763579210633216
"April 13, 2018 at 02:17PM",@realDonaldTrump,"....untruthful slime ball who was, as time has proven, a terrible Director of the FBI. His handling of the Crooked Hillary Clinton case, and the events surrounding it, will go down as one of the worst “botch jobs” of history. It was my great honor to fire James Comey!",http://twitter.com/realDonaldTrump/status/984767560494313472
"April 13, 2018 at 06:21PM",@realDonaldTrump,"We are bringing back our factories, we are bringing back our jobs, and we are bringing back those four beautiful words: MADE IN THE USA! https://t.co/grABSrYUBX",http://twitter.com/realDonaldTrump/status/984828878060335109
"April 13, 2018 at 09:36PM",@realDonaldTrump,"DOJ just issued the McCabe report - which is a total disaster. He LIED! LIED! LIED! McCabe was totally controlled by Comey - McCabe is Comey!! No collusion, all made up by this den of thieves and lowlifes!",http://twitter.com/realDonaldTrump/status/984877999718895616
"April 14, 2018 at 03:31AM",@realDonaldTrump,https://t.co/6VLQYAlcto,http://twitter.com/realDonaldTrump/status/984967457315139586
"April 14, 2018 at 02:21PM",@realDonaldTrump,A perfectly executed strike last night. Thank you to France and the United Kingdom for their wisdom and the power of their fine Military. Could not have had a better result. Mission Accomplished!,http://twitter.com/realDonaldTrump/status/985130802668294144
"April 14, 2018 at 02:29PM",@realDonaldTrump,"So proud of our great Military which will soon be, after the spending of billions of fully approved dollars, the finest that our Country has ever had. There won’t be anything, or anyone, even close!",http://twitter.com/realDonaldTrump/status/985133017256660995
"April 15, 2018 at 12:13AM",@realDonaldTrump,RT @nikkihaley: https://t.co/oO3wIKolMy,http://twitter.com/realDonaldTrump/status/985279804177027072
"April 15, 2018 at 01:25PM",@realDonaldTrump,"RT @realDonaldTrump: So proud of our great Military which will soon be, after the spending of billions of fully approved dollars, the finest that our Country has ever had. There won’t be anything, or anyone, even close!",http://twitter.com/realDonaldTrump/status/985479145504337920
"April 15, 2018 at 01:42PM",@realDonaldTrump,"Unbelievably, James Comey states that Polls, where Crooked Hillary was leading, were a factor in the handling (stupidly) of the Clinton Email probe. In other words, he was making decisions based on the fact that he thought she was going to win, and he wanted a job. Slimeball!",http://twitter.com/realDonaldTrump/status/985483513704124416
"April 15, 2018 at 01:57PM",@realDonaldTrump,"The big questions in Comey’s badly reviewed book aren’t answered like, how come he gave up Classified Information (jail), why did he lie to Congress (jail), why did the DNC refuse to give Server to the FBI (why didn’t they TAKE it), why the phony memos, McCabe’s $700,000 &amp; more?",http://twitter.com/realDonaldTrump/status/985487209510948864
"April 15, 2018 at 02:08PM",@realDonaldTrump,"Comey throws AG Lynch “under the bus!” Why can’t we all find out what happened on the tarmac in the back of the plane with Wild Bill and Lynch? Was she promised a Supreme Court seat, or AG, in order to lay off Hillary. No golf and grandkids talk (give us all a break)!",http://twitter.com/realDonaldTrump/status/985489930343321600
"April 15, 2018 at 02:19PM",@realDonaldTrump,"The Syrian raid was so perfectly carried out, with such precision, that the only way the Fake News Media could demean was by my use of the term “Mission Accomplished.” I knew they would seize on this but felt it is such a great Military term, it should be brought back. Use often!",http://twitter.com/realDonaldTrump/status/985492862958698497
"April 15, 2018 at 02:32PM",@realDonaldTrump,I never asked Comey for Personal Loyalty. I hardly even knew this guy. Just another of his many lies. His “memos” are self serving and FAKE!,http://twitter.com/realDonaldTrump/status/985496023555608576
